datetime,temp(F),feels_like(F),dew_point(F),wind_speed(mph),wind_dir(deg),wind_dir(dir),uv_index,precip(inch),precip_hourly(inch),pressure(inch),humidity(%),overall
2019-01-01 15:00:00,48,44,28,9,140,SE,0,0,0,30.09,46,Fair
2019-01-01 15:30:00,48,45,28,8,140,SE,0,0,0,30.09,46,Fair
2019-01-01 16:00:00,48,44,27,9,170,S,0,0,0,30.09,43,Fair
2019-01-01 16:30:00,50,50,27,7,230,SW,0,0,0,30.12,40,Fair
2019-01-01 17:00:00,50,50,28,8,200,SSW,0,0,0,30.12,43,Fair
2019-01-01 17:30:00,48,46,28,6,190,S,0,0,0,30.12,46,Fair
2019-01-01 18:00:00,48,46,28,6,180,S,0,0,0,30.12,46,Fair
2019-01-01 18:30:00,46,42,34,9,150,SSE,0,0,0,30.09,62,Fair
2019-01-01 19:00:00,48,43,37,13,120,ESE,0,0,0,30.09,66,Fair
2019-01-01 19:30:00,48,43,37,13,120,ESE,0,0,0,30.06,66,Partly Cloudy
2019-01-01 20:00:00,48,43,39,12,120,ESE,0,0,0,30.06,71,Fair
2019-01-01 20:30:00,48,44,41,10,120,ESE,0,0,0,30.06,76,Fair
2019-01-01 21:00:00,45,40,39,8,160,SSE,0,0,0,30.03,81,Fair
2019-01-01 21:30:00,46,42,41,8,160,SSE,0,0,0,30.03,81,Fair
2019-01-01 22:00:00,48,45,36,7,230,SW,0,0,0,30.03,62,Fair
2019-01-01 22:30:00,46,41,37,10,280,W,0,0,0,30.03,71,Fair
2019-01-01 23:00:00,41,36,34,7,250,WSW,0,0,0,30.0,76,Fair
2019-01-01 23:30:00,41,38,32,5,260,W,0,0,0,30.0,70,Fair
2019-01-02 00:00:00,41,34,32,12,280,W,0,0,0,30.0,70,Fair
2019-01-02 00:30:00,41,35,30,9,290,WNW,0,0,0,30.0,65,Fair
2019-01-02 01:00:00,39,34,28,8,290,WNW,0,0,0,30.0,65,Fair
2019-01-02 01:30:00,39,34,27,8,270,W,0,0,0,30.03,61,Fair
2019-01-02 02:00:00,37,32,27,7,280,W,0,0,0,30.03,65,Fair
2019-01-02 02:30:00,39,34,25,8,320,NW,0,0,0,30.03,56,Fair
2019-01-02 03:00:00,39,34,27,8,330,NNW,0,0,0,30.03,61,Fair
2019-01-02 03:30:00,39,33,27,9,320,NW,0,0,0,30.03,61,Fair
2019-01-02 04:00:00,39,34,27,7,310,NW,0,0,0,30.03,61,Fair
2019-01-02 04:30:00,41,35,28,9,360,N,0,0,0,30.03,61,Fair
2019-01-02 05:00:00,41,35,28,10,350,N,0,0,0,30.03,61,Fair
2019-01-02 05:30:00,41,34,28,12,340,NNW,0,0,0,30.06,61,Fair
2019-01-02 06:00:00,41,33,28,15,340,NNW,0,0,0,30.06,61,Fair
2019-01-02 06:30:00,41,34,28,13,340,NNW,0,0,0,30.09,61,Fair
2019-01-02 07:00:00,43,37,28,12,340,NNW,0,0,0,30.09,57,Fair
2019-01-02 07:30:00,45,38,27,15,350,N,0,0,0,30.12,49,Fair
2019-01-02 08:00:00,45,37,28,16,340,NNW,0,0,0,30.12,53,Fair
2019-01-02 08:30:00,46,40,28,14,340,NNW,0,0,0,30.12,50,Fair
2019-01-02 09:00:00,46,40,28,14,350,N,1,0,0,30.15,50,Fair
2019-01-02 09:30:00,46,39,27,18,350,N,1,0,0,30.15,46,Fair
2019-01-02 10:00:00,48,42,28,15,350,N,1,0,0,30.12,46,Fair
2019-01-02 10:30:00,48,42,28,16,350,N,2,0,0,30.12,46,Fair
2019-01-02 11:00:00,48,42,28,15,350,N,2,0,0,30.12,46,Fair
2019-01-02 11:30:00,50,50,25,15,340,NNW,2,0,0,30.09,37,Fair
2019-01-02 12:00:00,50,50,23,12,350,N,2,0,0,30.06,35,Fair
2019-01-02 12:30:00,52,52,27,14,360,N,2,0,0,30.06,38,Fair
2019-01-02 13:00:00,52,52,28,13,360,N,2,0,0,30.06,41,Fair
2019-01-02 13:30:00,52,52,25,12,350,N,1,0,0,30.06,35,Fair
2019-01-02 14:00:00,52,52,23,12,320,NW,1,0,0,30.06,33,Fair
2019-01-02 14:30:00,52,52,23,10,330,NNW,1,0,0,30.06,33,Fair
2019-01-02 15:00:00,52,52,23,13,340,NNW,0,0,0,30.06,33,Fair
2019-01-02 15:30:00,50,50,27,12,350,N,0,0,0,30.09,40,Fair
2019-01-02 16:00:00,50,50,25,14,360,N,0,0,0,30.09,37,Fair
2019-01-02 16:30:00,50,50,23,12,360,N,0,0,0,30.09,35,Fair
2019-01-02 17:00:00,48,42,23,15,10,N,0,0,0,30.09,37,Fair
2019-01-02 17:30:00,48,43,23,12,360,N,0,0,0,30.12,37,Fair
2019-01-02 18:00:00,48,44,23,10,10,N,0,0,0,30.12,37,Fair
2019-01-02 18:30:00,48,43,21,12,360,N,0,0,0,30.12,34,Fair
2019-01-02 19:00:00,46,40,27,16,350,N,0,0,0,30.12,46,Fair
2019-01-02 19:30:00,46,39,23,17,360,N,0,0,0,30.12,40,Fair
2019-01-02 20:00:00,46,40,25,14,350,N,0,0,0,30.12,43,Fair
2019-01-02 20:30:00,45,38,23,15,350,N,0,0,0,30.12,43,Fair
2019-01-02 21:00:00,45,38,23,14,350,N,0,0,0,30.12,43,Fair
2019-01-02 21:30:00,43,36,23,14,340,NNW,0,0,0,30.12,46,Fair
2019-01-02 22:00:00,43,35,23,15,340,NNW,0,0,0,30.12,46,Fair
2019-01-02 22:30:00,43,35,25,16,340,NNW,0,0,0,30.12,49,Fair
2019-01-02 23:00:00,43,35,25,17,340,NNW,0,0,0,30.12,49,Fair
2019-01-02 23:30:00,43,35,25,17,350,N,0,0,0,30.12,49,Fair
2019-01-03 00:00:00,43,36,23,14,340,NNW,0,0,0,30.12,46,Fair
2019-01-03 00:30:00,43,36,25,13,340,NNW,0,0,0,30.12,49,Fair
2019-01-03 01:00:00,43,37,27,12,350,N,0,0,0,30.12,53,Fair
2019-01-03 01:30:00,41,34,23,12,340,NNW,0,0,0,30.12,49,Fair
2019-01-03 02:00:00,39,34,23,7,330,NNW,0,0,0,30.12,52,Fair
2019-01-03 02:30:00,39,35,21,6,310,NW,0,0,0,30.12,49,Fair
2019-01-03 03:00:00,39,35,21,6,310,NW,0,0,0,30.12,49,Fair
2019-01-03 03:30:00,39,36,23,5,300,WNW,0,0,0,30.09,52,Fair
2019-01-03 04:00:00,37,37,23,3,250,WSW,0,0,0,30.12,56,Fair
2019-01-03 04:30:00,37,34,23,5,260,W,0,0,0,30.09,56,Fair
2019-01-03 05:00:00,39,39,23,3,290,WNW,0,0,0,30.12,52,Fair
2019-01-03 05:30:00,37,37,23,3,290,WNW,0,0,0,30.12,56,Fair
2019-01-03 06:00:00,36,30,25,7,310,NW,0,0,0,30.12,65,Fair
2019-01-03 06:30:00,37,32,25,7,300,WNW,0,0,0,30.12,60,Fair
2019-01-03 07:00:00,36,30,23,7,250,WSW,0,0,0,30.12,60,Fair
2019-01-03 07:30:00,36,29,25,8,280,W,0,0,0,30.15,65,Fair
2019-01-03 08:00:00,37,33,25,6,300,WNW,0,0,0,30.15,60,Fair
2019-01-03 08:30:00,43,39,25,7,330,NNW,0,0,0,30.18,49,Fair
2019-01-03 09:00:00,43,37,23,12,330,NNW,1,0,0,30.18,46,Fair
2019-01-03 09:30:00,45,39,21,12,330,NNW,1,0,0,30.18,39,Fair
2019-01-03 10:00:00,46,42,27,9,350,N,1,0,0,30.18,46,Fair
2019-01-03 10:30:00,46,44,25,5,330,NNW,2,0,0,30.15,43,Fair
2019-01-03 11:00:00,48,45,25,8,360,N,2,0,0,30.12,40,Fair
2019-01-03 11:30:00,48,44,25,9,360,N,2,0,0,30.12,40,Fair
2019-01-03 12:00:00,48,44,23,9,350,N,2,0,0,30.12,37,Fair
2019-01-03 12:30:00,50,50,23,10,350,N,2,0,0,30.09,35,Fair
2019-01-03 13:00:00,50,50,21,9,350,N,2,0,0,30.09,32,Fair
2019-01-03 13:30:00,52,52,23,15,350,N,1,0,0,30.09,33,Fair
2019-01-03 14:00:00,52,52,23,17,350,N,1,0,0,30.09,33,Fair
2019-01-03 14:13:00,52,52,21,17,340,NNW,1,0,0,30.09,30,Fair
2019-01-03 14:30:00,52,52,23,18,350,N,1,0,0,30.09,33,Fair
2019-01-03 15:00:00,50,50,19,16,350,N,0,0,0,30.12,30,Fair
2019-01-03 15:27:00,50,50,25,17,360,N,0,0,0,30.12,37,Fair
2019-01-03 15:30:00,50,50,25,18,360,N,0,0,0,30.12,37,Fair
2019-01-03 16:00:00,48,41,23,20,350,N,0,0,0,30.15,37,Fair
2019-01-03 16:30:00,48,41,25,21,350,N,0,0,0,30.15,40,Fair / Windy
2019-01-03 17:00:00,46,39,23,20,350,N,0,0,0,30.18,40,Fair
2019-01-03 17:30:00,46,39,21,22,350,N,0,0,0,30.18,37,Fair / Windy
2019-01-03 18:00:00,46,38,27,23,350,N,0,0,0,30.21,46,Fair / Windy
2019-01-03 18:30:00,45,36,25,22,340,NNW,0,0,0,30.21,46,Fair / Windy
2019-01-03 18:49:00,45,36,25,23,350,N,0,0,0,30.21,46,Fair / Windy
2019-01-03 19:00:00,45,35,25,29,350,N,0,0,0,30.21,46,Fair / Windy
2019-01-03 19:30:00,45,36,25,24,350,N,0,0,0,30.21,46,Fair / Windy
2019-01-03 20:00:00,43,35,21,15,330,NNW,0,0,0,30.24,42,Fair
2019-01-03 20:30:00,41,32,23,17,330,NNW,0,0,0,30.27,49,Fair
2019-01-03 21:00:00,41,34,23,13,330,NNW,0,0,0,30.27,49,Fair
2019-01-03 21:30:00,41,33,23,15,330,NNW,0,0,0,30.27,49,Fair
2019-01-03 22:00:00,41,34,25,12,340,NNW,0,0,0,30.27,53,Fair
2019-01-03 22:30:00,41,33,25,14,340,NNW,0,0,0,30.27,53,Fair
2019-01-03 23:00:00,41,33,23,14,340,NNW,0,0,0,30.27,49,Fair
2019-01-03 23:30:00,41,34,25,13,350,N,0,0,0,30.27,53,Fair
2019-01-04 00:00:00,41,35,23,10,340,NNW,0,0,0,30.3,49,Fair
2019-01-04 00:30:00,41,34,25,12,350,N,0,0,0,30.3,53,Fair
2019-01-04 01:00:00,41,34,25,12,350,N,0,0,0,30.3,53,Fair
2019-01-04 01:30:00,41,34,27,12,40,NE,0,0,0,30.3,57,Fair
2019-01-04 02:00:00,41,34,27,12,30,NNE,0,0,0,30.3,57,Fair
2019-01-04 02:30:00,39,32,27,13,40,NE,0,0,0,30.3,61,Fair
2019-01-04 03:00:00,39,32,27,12,40,NE,0,0,0,30.3,61,Fair
2019-01-04 03:30:00,39,32,27,10,50,NE,0,0,0,30.3,61,Fair
2019-01-04 04:00:00,39,31,28,14,40,NE,0,0,0,30.3,65,Fair
2019-01-04 04:30:00,39,32,27,12,40,NE,0,0,0,30.3,61,Fair
2019-01-04 05:00:00,37,30,27,12,30,NNE,0,0,0,30.3,65,Fair
2019-01-04 05:30:00,37,30,27,12,30,NNE,0,0,0,30.33,65,Fair
2019-01-04 06:00:00,37,29,25,13,30,NNE,0,0,0,30.33,60,Fair
2019-01-04 06:30:00,39,31,27,14,30,NNE,0,0,0,30.33,61,Fair
2019-01-04 07:00:00,37,29,25,13,30,NNE,0,0,0,30.33,60,Fair
2019-01-04 07:30:00,39,32,27,10,50,NE,0,0,0,30.36,61,Fair
2019-01-04 08:00:00,39,36,25,5,50,NE,0,0,0,30.36,56,Fair
2019-01-04 08:30:00,39,36,27,5,60,ENE,0,0,0,30.39,61,Fair
2019-01-04 09:00:00,41,37,27,6,50,NE,1,0,0,30.39,57,Fair
2019-01-04 09:30:00,41,41,27,3,50,NE,1,0,0,30.39,57,Fair
2019-01-04 10:00:00,43,39,28,6,60,ENE,1,0,0,30.36,57,Fair
2019-01-04 10:30:00,43,40,28,5,50,NE,2,0,0,30.36,57,Fair
2019-01-04 11:00:00,45,42,27,5,70,ENE,2,0,0,30.33,49,Fair
2019-01-04 11:30:00,45,45,27,3,110,ESE,2,0,0,30.33,49,Fair
2019-01-04 12:00:00,45,42,27,5,110,ESE,2,0,0,30.3,49,Fair
2019-01-04 12:30:00,46,44,27,6,100,E,2,0,0,30.27,46,Fair
2019-01-04 13:00:00,46,43,28,7,120,ESE,2,0,0,30.27,50,Fair
2019-01-04 13:30:00,46,43,28,7,120,ESE,1,0,0,30.27,50,Fair
2019-01-04 14:00:00,48,45,27,7,120,ESE,1,0,0,30.24,43,Fair
2019-01-04 14:30:00,48,45,28,7,120,ESE,1,0,0,30.24,46,Fair
2019-01-04 15:00:00,48,45,28,8,120,ESE,0,0,0,30.24,46,Fair
2019-01-04 15:30:00,48,45,30,7,120,ESE,0,0,0,30.24,50,Fair
2019-01-04 16:00:00,48,44,27,10,150,SSE,0,0,0,30.21,43,Fair
2019-01-04 16:30:00,48,43,30,12,170,S,0,0,0,30.24,50,Fair
2019-01-04 17:00:00,46,41,32,12,170,S,0,0,0,30.21,57,Fair
2019-01-04 17:30:00,48,44,32,10,170,S,0,0,0,30.21,54,Fair
2019-01-04 18:00:00,50,50,36,14,170,S,0,0,0,30.18,58,Partly Cloudy
2019-01-04 18:30:00,48,43,36,14,150,SSE,0,0,0,30.18,62,Mostly Cloudy
2019-01-04 19:00:00,48,43,37,14,160,SSE,0,0,0,30.18,66,Partly Cloudy
2019-01-04 19:30:00,48,44,39,9,170,S,0,0,0,30.18,71,Partly Cloudy
2019-01-04 20:00:00,50,50,37,7,230,SW,0,0,0,30.15,62,Partly Cloudy
2019-01-04 20:30:00,50,50,37,6,230,SW,0,0,0,30.12,62,Mostly Cloudy
2019-01-04 21:00:00,50,50,39,6,220,SW,0,0,0,30.12,66,Mostly Cloudy
2019-01-04 21:30:00,50,50,39,9,240,WSW,0,0,0,30.12,66,Mostly Cloudy
2019-01-04 22:00:00,46,42,37,8,280,W,0,0,0,30.09,71,Mostly Cloudy
2019-01-04 22:30:00,45,40,36,8,290,WNW,0,0,0,30.09,71,Mostly Cloudy
2019-01-04 23:00:00,43,39,36,7,260,W,0,0,0,30.06,76,Mostly Cloudy
2019-01-04 23:30:00,43,39,34,7,270,W,0,0,0,30.03,70,Fair
2019-01-05 00:00:00,41,35,28,9,300,WNW,0,0,0,30.03,61,Fair
2019-01-05 00:30:00,39,34,28,7,300,WNW,0,0,0,30.03,65,Fair
2019-01-05 01:00:00,41,36,30,7,310,NW,0,0,0,30.03,65,Fair
2019-01-05 01:30:00,39,34,27,8,320,NW,0,0,0,30.03,61,Fair
2019-01-05 02:00:00,41,37,27,6,320,NW,0,0,0,30.0,57,Fair
2019-01-05 02:30:00,39,35,25,6,300,WNW,0,0,0,30.0,56,Fair
2019-01-05 03:00:00,39,39,25,3,280,W,0,0,0,29.97,56,Fair
2019-01-05 03:30:00,39,39,25,3,260,W,0,0,0,29.97,56,Fair
2019-01-05 04:00:00,39,36,25,5,250,WSW,0,0,0,29.94,56,Fair
2019-01-05 04:30:00,39,39,25,3,250,WSW,0,0,0,29.94,56,Fair
2019-01-05 05:00:00,37,33,25,6,250,WSW,0,0,0,29.94,60,Fair
2019-01-05 05:30:00,39,36,25,5,260,W,0,0,0,29.92,56,Fair
2019-01-05 06:00:00,37,34,27,5,310,NW,0,0,0,29.92,65,Fair
2019-01-05 06:30:00,39,39,28,3,320,NW,0,0,0,29.92,65,Fair
2019-01-05 07:00:00,41,41,28,1,310,NW,0,0,0,29.89,61,Fair
2019-01-05 07:30:00,39,36,28,5,310,NW,0,0,0,29.92,65,Fair
2019-01-05 08:00:00,43,39,32,6,340,NNW,0,0,0,29.92,66,Fair
2019-01-05 08:30:00,45,41,32,6,350,N,0,0,0,29.92,61,Fair
2019-01-05 09:00:00,46,46,32,3,360,N,1,0,0,29.92,57,Fair
2019-01-05 09:30:00,46,46,32,2,None,VAR,1,0,0,29.92,57,Fair
2019-01-05 10:00:00,48,48,34,2,80,E,1,0,0,29.89,57,Fair
2019-01-05 10:30:00,50,50,30,2,None,VAR,2,0,0,29.89,47,Fair
2019-01-05 11:00:00,52,52,34,2,None,VAR,2,0,0,29.86,50,Fair
2019-01-05 11:30:00,54,54,32,2,None,VAR,2,0,0,29.83,44,Fair
2019-01-05 12:00:00,54,54,30,6,130,SE,2,0,0,29.83,41,Fair
2019-01-05 12:30:00,54,54,34,6,120,ESE,2,0,0,29.8,47,Fair
2019-01-05 13:00:00,55,55,34,3,120,ESE,2,0,0,29.8,44,Fair
2019-01-05 13:30:00,54,54,34,3,110,ESE,2,0,0,29.8,47,Fair
2019-01-05 14:00:00,54,54,36,3,110,ESE,1,0,0,29.8,51,Fair
2019-01-05 14:30:00,54,54,37,5,120,ESE,1,0,0,29.8,54,Fair
2019-01-05 15:00:00,54,54,39,7,130,SE,0,0,0,29.77,58,Fair
2019-01-05 15:30:00,54,54,41,3,110,ESE,0,0,0,29.8,62,Fair
2019-01-05 16:00:00,54,54,39,3,130,SE,0,0,0,29.8,58,Fair
2019-01-05 16:30:00,54,54,34,5,140,SE,0,0,0,29.8,47,Fair
2019-01-05 17:00:00,54,54,41,1,None,VAR,0,0,0,29.8,62,Fair
2019-01-05 17:30:00,52,52,34,9,320,NW,0,0,0,29.83,50,Fair
2019-01-05 18:00:00,54,54,30,16,340,NNW,0,0,0,29.83,41,Fair
2019-01-05 18:30:00,52,52,30,21,350,N,0,0,0,29.83,44,Fair / Windy
2019-01-05 19:00:00,50,50,30,18,340,NNW,0,0,0,29.86,47,Fair
2019-01-05 19:15:00,50,50,30,20,350,N,0,0,0,29.86,47,Fair
2019-01-05 19:30:00,50,50,30,24,350,N,0,0,0,29.86,47,Fair / Windy
2019-01-05 20:00:00,50,50,32,17,340,NNW,0,0,0,29.86,50,Partly Cloudy
2019-01-05 20:30:00,48,41,30,20,360,N,0,0,0,29.86,50,Mostly Cloudy
2019-01-05 21:00:00,48,41,30,21,350,N,0,0,0,29.89,50,Fair / Windy
2019-01-05 21:02:00,48,41,28,21,350,N,0,0,0,29.89,46,Fair / Windy
2019-01-05 21:30:00,48,41,28,22,350,N,0,0,0,29.89,46,Fair / Windy
2019-01-05 22:00:00,46,39,28,22,350,N,0,0,0,29.89,50,Fair / Windy
2019-01-05 22:01:00,46,39,28,22,350,N,0,0,0,29.89,50,Fair / Windy
2019-01-05 22:30:00,46,38,27,23,350,N,0,0,0,29.89,46,Fair / Windy
2019-01-05 23:00:00,46,39,28,22,350,N,0,0,0,29.89,50,Fair / Windy
2019-01-05 23:30:00,46,39,27,20,350,N,0,0,0,29.92,46,Fair
2019-01-06 00:00:00,45,37,27,17,10,N,0,0,0,29.92,49,Fair
2019-01-06 00:30:00,45,37,25,18,10,N,0,0,0,29.94,46,Partly Cloudy
2019-01-06 01:00:00,45,36,28,21,10,N,0,0,0,29.94,53,Mostly Cloudy / Windy
2019-01-06 01:30:00,45,37,27,20,360,N,0,0,0,29.94,49,Partly Cloudy
2019-01-06 02:00:00,45,36,25,22,360,N,0,0,0,29.94,46,Mostly Cloudy / Windy
2019-01-06 02:30:00,43,34,25,21,360,N,0,0,0,29.94,49,Mostly Cloudy / Windy
2019-01-06 03:00:00,43,34,23,20,10,N,0,0,0,29.97,46,Mostly Cloudy
2019-01-06 03:30:00,43,34,23,20,10,N,0,0,0,29.97,46,Mostly Cloudy
2019-01-06 04:00:00,43,35,23,18,360,N,0,0,0,29.97,46,Mostly Cloudy
2019-01-06 04:01:00,43,35,23,18,360,N,0,0,0,29.97,46,Mostly Cloudy
2019-01-06 04:30:00,43,35,25,16,360,N,0,0,0,29.97,49,Mostly Cloudy
2019-01-06 05:00:00,43,35,25,15,10,N,0,0,0,29.97,49,Mostly Cloudy
2019-01-06 05:30:00,43,35,25,17,10,N,0,0,0,29.97,49,Mostly Cloudy
2019-01-06 06:00:00,43,35,25,17,30,NNE,0,0,0,30.0,49,Mostly Cloudy
2019-01-06 06:30:00,43,35,25,16,20,NNE,0,0,0,30.0,49,Mostly Cloudy
2019-01-06 07:00:00,41,33,25,15,30,NNE,0,0,0,30.03,53,Partly Cloudy
2019-01-06 07:30:00,41,34,25,13,40,NE,0,0,0,30.03,53,Partly Cloudy
2019-01-06 08:00:00,41,33,25,15,40,NE,0,0,0,30.06,53,Mostly Cloudy
2019-01-06 08:30:00,41,34,25,13,40,NE,0,0,0,30.06,53,Mostly Cloudy
2019-01-06 09:00:00,41,35,25,9,50,NE,0,0,0,30.06,53,Mostly Cloudy
2019-01-06 09:30:00,41,35,23,9,40,NE,1,0,0,30.06,49,Mostly Cloudy
2019-01-06 10:00:00,41,33,23,14,30,NNE,1,0,0,30.06,49,Mostly Cloudy
2019-01-06 10:30:00,43,35,23,15,10,N,1,0,0,30.06,46,Mostly Cloudy
2019-01-06 11:00:00,43,37,23,12,10,N,1,0,0,30.06,46,Mostly Cloudy
2019-01-06 11:30:00,43,37,25,12,20,NNE,1,0,0,30.03,49,Mostly Cloudy
2019-01-06 12:00:00,43,37,23,12,30,NNE,1,0,0,30.03,46,Mostly Cloudy
2019-01-06 12:30:00,43,37,25,12,50,NE,1,0,0,30.03,49,Mostly Cloudy
2019-01-06 13:00:00,43,37,25,9,40,NE,1,0,0,30.0,49,Mostly Cloudy
2019-01-06 13:30:00,43,37,25,9,50,NE,1,0,0,30.0,49,Mostly Cloudy
2019-01-06 14:00:00,43,37,25,10,50,NE,1,0,0,30.0,49,Mostly Cloudy
2019-01-06 14:30:00,45,39,23,10,40,NE,1,0,0,30.0,43,Mostly Cloudy
2019-01-06 15:00:00,45,39,25,12,40,NE,0,0,0,30.0,46,Mostly Cloudy
2019-01-06 15:30:00,46,40,23,15,10,N,0,0,0,30.0,40,Mostly Cloudy
2019-01-06 16:00:00,46,41,23,12,350,N,0,0,0,30.03,40,Mostly Cloudy
2019-01-06 16:30:00,46,40,21,16,350,N,0,0,0,30.03,37,Mostly Cloudy
2019-01-06 17:00:00,45,38,21,13,330,NNW,0,0,0,30.03,39,Mostly Cloudy
2019-01-06 17:30:00,45,39,23,10,340,NNW,0,0,0,30.03,43,Mostly Cloudy
2019-01-06 18:00:00,45,38,23,15,350,N,0,0,0,30.03,43,Mostly Cloudy
2019-01-06 18:30:00,45,37,23,16,350,N,0,0,0,30.03,43,Mostly Cloudy
2019-01-06 19:00:00,45,38,25,15,350,N,0,0,0,30.03,46,Mostly Cloudy
2019-01-06 19:30:00,45,38,23,15,350,N,0,0,0,30.06,43,Mostly Cloudy
2019-01-06 20:00:00,45,38,25,15,340,NNW,0,0,0,30.06,46,Mostly Cloudy
2019-01-06 20:30:00,43,36,27,14,350,N,0,0,0,30.03,53,Mostly Cloudy
2019-01-06 21:00:00,41,35,21,10,330,NNW,0,0,0,30.03,45,Fair
2019-01-06 21:30:00,41,34,21,12,320,NW,0,0,0,30.03,45,Fair
2019-01-06 22:00:00,39,32,21,13,330,NNW,0,0,0,30.06,49,Fair
2019-01-06 22:30:00,41,34,21,13,330,NNW,0,0,0,30.06,45,Fair
2019-01-06 23:00:00,41,33,21,14,330,NNW,0,0,0,30.03,45,Partly Cloudy
2019-01-06 23:30:00,41,33,19,14,330,NNW,0,0,0,30.03,42,Mostly Cloudy
2019-01-07 00:00:00,41,33,19,16,330,NNW,0,0,0,30.03,42,Mostly Cloudy
2019-01-07 00:30:00,41,33,19,16,330,NNW,0,0,0,30.03,42,Mostly Cloudy
2019-01-07 01:00:00,41,35,18,10,310,NW,0,0,0,30.06,39,Mostly Cloudy
2019-01-07 01:30:00,41,35,19,9,310,NW,0,0,0,30.03,42,Mostly Cloudy
2019-01-07 02:00:00,39,32,19,10,320,NW,0,0,0,30.03,45,Partly Cloudy
2019-01-07 02:30:00,39,33,19,9,330,NNW,0,0,0,30.03,45,Fair
2019-01-07 03:00:00,41,34,18,13,320,NW,0,0,0,30.03,39,Partly Cloudy
2019-01-07 03:30:00,41,35,18,9,320,NW,0,0,0,30.03,39,Mostly Cloudy
2019-01-07 04:00:00,37,31,19,9,290,WNW,0,0,0,30.03,48,Mostly Cloudy
2019-01-07 04:30:00,39,34,19,8,300,WNW,0,0,0,30.06,45,Partly Cloudy
2019-01-07 05:00:00,39,34,19,7,320,NW,0,0,0,30.06,45,Fair
2019-01-07 05:30:00,39,34,18,7,320,NW,0,0,0,30.03,42,Fair
2019-01-07 06:00:00,41,34,19,12,340,NNW,0,0,0,30.03,42,Fair
2019-01-07 06:30:00,41,33,16,15,340,NNW,0,0,0,30.06,36,Fair
2019-01-07 07:00:00,41,33,18,14,330,NNW,0,0,0,30.06,39,Fair
2019-01-07 07:30:00,41,35,18,10,330,NNW,0,0,0,30.06,39,Fair
2019-01-07 08:00:00,43,36,18,14,340,NNW,0,0,0,30.09,36,Fair
2019-01-07 08:30:00,45,37,19,16,330,NNW,0,0,0,30.09,37,Fair
2019-01-07 09:00:00,46,39,19,17,340,NNW,1,0,0,30.06,34,Fair
2019-01-07 09:30:00,46,39,21,18,340,NNW,1,0,0,30.06,37,Fair
