DATE,TIME,実績(万kW)
2021/2/11,13:00,3557
2021/2/11,14:00,3497
2021/2/11,15:00,3471
2021/2/11,16:00,3575
2021/2/11,17:00,3844
2021/2/11,18:00,3983
2021/2/11,19:00,3915
2021/2/11,20:00,3806
2021/2/11,21:00,3637
2021/2/11,22:00,3408
2021/2/11,23:00,3214
2021/2/12,0:00,2989
2021/2/12,1:00,2886
2021/2/12,2:00,2869
2021/2/12,3:00,2869
2021/2/12,4:00,2914
2021/2/12,5:00,3114
2021/2/12,6:00,3555
2021/2/12,7:00,3928
2021/2/12,8:00,4292
2021/2/12,9:00,4467
2021/2/12,10:00,4418
2021/2/12,11:00,4311
2021/2/12,12:00,4057
2021/2/12,13:00,4095
2021/2/12,14:00,4042
2021/2/12,15:00,3966
2021/2/12,16:00,3949
2021/2/12,17:00,4116
2021/2/12,18:00,4146
2021/2/12,19:00,4018
2021/2/12,20:00,3836
2021/2/12,21:00,3656
2021/2/12,22:00,3472
2021/2/12,23:00,3260
2021/2/13,0:00,3018
2021/2/13,1:00,2879
2021/2/13,2:00,2829
2021/2/13,3:00,2813
2021/2/13,4:00,2818
2021/2/13,5:00,2908
2021/2/13,6:00,3107
2021/2/13,7:00,3318
2021/2/13,8:00,3514
2021/2/13,9:00,3601
2021/2/13,10:00,3529
2021/2/13,11:00,3448
2021/2/13,12:00,3325
2021/2/13,13:00,3274
2021/2/13,14:00,3227
2021/2/13,15:00,3146
2021/2/13,16:00,3161
2021/2/13,17:00,3375
2021/2/13,18:00,3497
2021/2/13,19:00,3446
2021/2/13,20:00,3333
2021/2/13,21:00,3194
2021/2/13,22:00,3035
2021/2/13,23:00,2742
2021/2/14,0:00,2566
2021/2/14,1:00,2479
2021/2/14,2:00,2509
2021/2/14,3:00,2499
2021/2/14,4:00,2502
2021/2/14,5:00,2555
2021/2/14,6:00,2667
2021/2/14,7:00,2861
2021/2/14,8:00,3087
2021/2/14,9:00,3172
2021/2/14,10:00,3141
2021/2/14,11:00,3084
2021/2/14,12:00,3008
2021/2/14,13:00,2931
2021/2/14,14:00,2824
2021/2/14,15:00,2808
2021/2/14,16:00,2887
2021/2/14,17:00,3121
2021/2/14,18:00,3259
2021/2/14,19:00,3218
2021/2/14,20:00,3097
2021/2/14,21:00,2963
2021/2/14,22:00,2779
2021/2/14,23:00,2630
2021/2/15,0:00,2454
2021/2/15,1:00,2385
2021/2/15,2:00,2389
2021/2/15,3:00,2402
2021/2/15,4:00,2447
2021/2/15,5:00,2575
2021/2/15,6:00,2878
2021/2/15,7:00,3262
2021/2/15,8:00,3734
2021/2/15,9:00,4079
2021/2/15,10:00,4178
2021/2/15,11:00,4207
2021/2/15,12:00,4097
2021/2/15,13:00,4166
2021/2/15,14:00,3996
2021/2/15,15:00,3933
2021/2/15,16:00,3922
2021/2/15,17:00,3925
2021/2/15,18:00,3924
2021/2/15,19:00,3767
2021/2/15,20:00,3591
2021/2/15,21:00,3411
2021/2/15,22:00,3220
2021/2/15,23:00,3004
2021/2/16,0:00,2765
2021/2/16,1:00,2659
2021/2/16,2:00,2638
2021/2/16,3:00,2649
2021/2/16,4:00,2704
2021/2/16,5:00,2874
2021/2/16,6:00,3217
2021/2/16,7:00,3449
2021/2/16,8:00,3661
2021/2/16,9:00,3821
2021/2/16,10:00,3832
2021/2/16,11:00,3810
2021/2/16,12:00,3661
2021/2/16,13:00,3688
2021/2/16,14:00,3622
2021/2/16,15:00,3591
2021/2/16,16:00,3681
2021/2/16,17:00,3828
2021/2/16,18:00,3924
2021/2/16,19:00,3830
2021/2/16,20:00,3692
2021/2/16,21:00,3541
2021/2/16,22:00,3363
2021/2/16,23:00,3167
2021/2/17,0:00,2932
2021/2/17,1:00,2815
2021/2/17,2:00,2797
2021/2/17,3:00,2793
2021/2/17,4:00,2832
2021/2/17,5:00,3014
2021/2/17,6:00,3407
2021/2/17,7:00,3676
2021/2/17,8:00,3902
2021/2/17,9:00,4025
2021/2/17,10:00,4030
2021/2/17,11:00,3971
2021/2/17,12:00,3840
2021/2/17,13:00,3897
2021/2/17,14:00,3860
2021/2/17,15:00,3864
2021/2/17,16:00,3996
2021/2/17,17:00,4211
2021/2/17,18:00,4328
2021/2/17,19:00,4240
2021/2/17,20:00,4096
2021/2/17,21:00,3918
2021/2/17,22:00,3687
2021/2/17,23:00,3468
2021/2/18,0:00,3212
2021/2/18,1:00,3091
2021/2/18,2:00,3043
2021/2/18,3:00,3033
2021/2/18,4:00,3070
2021/2/18,5:00,3280
2021/2/18,6:00,3747
2021/2/18,7:00,4076
2021/2/18,8:00,4292
2021/2/18,9:00,4410
2021/2/18,10:00,4383
2021/2/18,11:00,4347
2021/2/18,12:00,4154
2021/2/18,13:00,4179
2021/2/18,14:00,4133
2021/2/18,15:00,4114
2021/2/18,16:00,4253
2021/2/18,17:00,4414
2021/2/18,18:00,4484
2021/2/18,19:00,4369
2021/2/18,20:00,4210
2021/2/18,21:00,4038
2021/2/18,22:00,3782
2021/2/18,23:00,3534
2021/2/19,0:00,3263
2021/2/19,1:00,3117
2021/2/19,2:00,3069
2021/2/19,3:00,3050
2021/2/19,4:00,3088
2021/2/19,5:00,3314
2021/2/19,6:00,3788
2021/2/19,7:00,4088
2021/2/19,8:00,4268
2021/2/19,9:00,4368
2021/2/19,10:00,4292
2021/2/19,11:00,4211
2021/2/19,12:00,4021
2021/2/19,13:00,4007
2021/2/19,14:00,3915
2021/2/19,15:00,3859
2021/2/19,16:00,3935
2021/2/19,17:00,4074
2021/2/19,18:00,4174
2021/2/19,19:00,4077
2021/2/19,20:00,3919
2021/2/19,21:00,3756
2021/2/19,22:00,3556
2021/2/19,23:00,3362
2021/2/20,0:00,3119
2021/2/20,1:00,2999
2021/2/20,2:00,2954
2021/2/20,3:00,2928
2021/2/20,4:00,2929
2021/2/20,5:00,3016
2021/2/20,6:00,3236
2021/2/20,7:00,3405
2021/2/20,8:00,3529
2021/2/20,9:00,3595
2021/2/20,10:00,3525
2021/2/20,11:00,3449
2021/2/20,12:00,3325
2021/2/20,13:00,3235
2021/2/20,14:00,3145
2021/2/20,15:00,3114
2021/2/20,16:00,3155
2021/2/20,17:00,3323
2021/2/20,18:00,3464
2021/2/20,19:00,3421
2021/2/20,20:00,3321
2021/2/20,21:00,3170
2021/2/20,22:00,3001
2021/2/20,23:00,2843
2021/2/21,0:00,2653
2021/2/21,1:00,2561
2021/2/21,2:00,2540
2021/2/21,3:00,2541
2021/2/21,4:00,2552
2021/2/21,5:00,2590
2021/2/21,6:00,2673
2021/2/21,7:00,2779
2021/2/21,8:00,2874
2021/2/21,9:00,2952
2021/2/21,10:00,2936
2021/2/21,11:00,2920
2021/2/21,12:00,2882
2021/2/21,13:00,2813
2021/2/21,14:00,2741
2021/2/21,15:00,2721
2021/2/21,16:00,2760
2021/2/21,17:00,2945
2021/2/21,18:00,3097
2021/2/21,19:00,3056
2021/2/21,20:00,2972
2021/2/21,21:00,2856
2021/2/21,22:00,2707
2021/2/21,23:00,2587
2021/2/22,0:00,2432
2021/2/22,1:00,2377
2021/2/22,2:00,2392
2021/2/22,3:00,2429
2021/2/22,4:00,2497
2021/2/22,5:00,2664
2021/2/22,6:00,2962
2021/2/22,7:00,3209
2021/2/22,8:00,3454
2021/2/22,9:00,3584
2021/2/22,10:00,3546
2021/2/22,11:00,3516
2021/2/22,12:00,3374
2021/2/22,13:00,3422
2021/2/22,14:00,3371
2021/2/22,15:00,3316
2021/2/22,16:00,3310
2021/2/22,17:00,3345
2021/2/22,18:00,3392
2021/2/22,19:00,3293
2021/2/22,20:00,3148
2021/2/22,21:00,3025
2021/2/22,22:00,2897
2021/2/22,23:00,2764
2021/2/23,0:00,2581
2021/2/23,1:00,2503
2021/2/23,2:00,2500
2021/2/23,3:00,2511
2021/2/23,4:00,2519
2021/2/23,5:00,2564
2021/2/23,6:00,2661
2021/2/23,7:00,2777
2021/2/23,8:00,2984
2021/2/23,9:00,3157
2021/2/23,10:00,3229
2021/2/23,11:00,3259
2021/2/23,12:00,3191
2021/2/23,13:00,3214
2021/2/23,14:00,3171
2021/2/23,15:00,3148
2021/2/23,16:00,3236
2021/2/23,17:00,3479
2021/2/23,18:00,3672
2021/2/23,19:00,3652
2021/2/23,20:00,3569
2021/2/23,21:00,3429
2021/2/23,22:00,3243
2021/2/23,23:00,3065
2021/2/24,0:00,2845
2021/2/24,1:00,2759
2021/2/24,2:00,2743
2021/2/24,3:00,2751
2021/2/24,4:00,2810
2021/2/24,5:00,3011
2021/2/24,6:00,3434
2021/2/24,7:00,3715
2021/2/24,8:00,3993
2021/2/24,9:00,4164
2021/2/24,10:00,4137
2021/2/24,11:00,4076
2021/2/24,12:00,3886
2021/2/24,13:00,3906
2021/2/24,14:00,3857
2021/2/24,15:00,3824
2021/2/24,16:00,3920
2021/2/24,17:00,4096
2021/2/24,18:00,4209
2021/2/24,19:00,4130
2021/2/24,20:00,3972
2021/2/24,21:00,3795
2021/2/24,22:00,3562
2021/2/24,23:00,3349
2021/2/25,0:00,3100
2021/2/25,1:00,2983
2021/2/25,2:00,2956
2021/2/25,3:00,2951
2021/2/25,4:00,2995
2021/2/25,5:00,3201
2021/2/25,6:00,3639
2021/2/25,7:00,3951
2021/2/25,8:00,4203
2021/2/25,9:00,4319
2021/2/25,10:00,4298
2021/2/25,11:00,4207
2021/2/25,12:00,3989
2021/2/25,13:00,4011
2021/2/25,14:00,3914
2021/2/25,15:00,3897
2021/2/25,16:00,3969
2021/2/25,17:00,4082
2021/2/25,18:00,4152
2021/2/25,19:00,4030
2021/2/25,20:00,3846
2021/2/25,21:00,3651
2021/2/25,22:00,3423
2021/2/25,23:00,3186
2021/2/26,0:00,2930
2021/2/26,1:00,2816
2021/2/26,2:00,2782
2021/2/26,3:00,2793
2021/2/26,4:00,2831
2021/2/26,5:00,3015
2021/2/26,6:00,3373
2021/2/26,7:00,3701
2021/2/26,8:00,4038
2021/2/26,9:00,4244
2021/2/26,10:00,4171
2021/2/26,11:00,4112
2021/2/26,12:00,3966
2021/2/26,13:00,4041
2021/2/26,14:00,3994
2021/2/26,15:00,3964
2021/2/26,16:00,4037
2021/2/26,17:00,4135
2021/2/26,18:00,4151
2021/2/26,19:00,4036
2021/2/26,20:00,3880
2021/2/26,21:00,3697
2021/2/26,22:00,3487
2021/2/26,23:00,3280
2021/2/27,0:00,3017
2021/2/27,1:00,2883
2021/2/27,2:00,2843
2021/2/27,3:00,2827
2021/2/27,4:00,2830
2021/2/27,5:00,2917
2021/2/27,6:00,3122
2021/2/27,7:00,3320
2021/2/27,8:00,3592
2021/2/27,9:00,3779
2021/2/27,10:00,3773
2021/2/27,11:00,3731
2021/2/27,12:00,3610
2021/2/27,13:00,3520
2021/2/27,14:00,3404
2021/2/27,15:00,3357
2021/2/27,16:00,3453
2021/2/27,17:00,3705
2021/2/27,18:00,3922
2021/2/27,19:00,3908
2021/2/27,20:00,3819
2021/2/27,21:00,3669
2021/2/27,22:00,3471
2021/2/27,23:00,3306
2021/2/28,0:00,3082
2021/2/28,1:00,2953
2021/2/28,2:00,2904
2021/2/28,3:00,2876
2021/2/28,4:00,2861
2021/2/28,5:00,2930
2021/2/28,6:00,3101
2021/2/28,7:00,3253
2021/2/28,8:00,3371
2021/2/28,9:00,3444
2021/2/28,10:00,3411
2021/2/28,11:00,3341
2021/2/28,12:00,3247
2021/2/28,13:00,3135
2021/2/28,14:00,3037
2021/2/28,15:00,3006
2021/2/28,16:00,3120
2021/2/28,17:00,3408
2021/2/28,18:00,3625
2021/2/28,19:00,3611
2021/2/28,20:00,3515
2021/2/28,21:00,3362
2021/2/28,22:00,3154
2021/2/28,23:00,2969
2021/3/1,0:00,2771
2021/3/1,1:00,2678
2021/3/1,2:00,2655
2021/3/1,3:00,2658
2021/3/1,4:00,2720
2021/3/1,5:00,2932
2021/3/1,6:00,3327
2021/3/1,7:00,3650
2021/3/1,8:00,3926
2021/3/1,9:00,4039
2021/3/1,10:00,3957
2021/3/1,11:00,3886
2021/3/1,12:00,3685
2021/3/1,13:00,3719
2021/3/1,14:00,3666
2021/3/1,15:00,3565
2021/3/1,16:00,3530
2021/3/1,17:00,3633
2021/3/1,18:00,3706
2021/3/1,19:00,3597
2021/3/1,20:00,3437
2021/3/1,21:00,3256
2021/3/1,22:00,3075
2021/3/1,23:00,2889
2021/3/2,0:00,2668
2021/3/2,1:00,2582
2021/3/2,2:00,2571
2021/3/2,3:00,2569
2021/3/2,4:00,2597
2021/3/2,5:00,2689
2021/3/2,6:00,2921
2021/3/2,7:00,3192
2021/3/2,8:00,3477
2021/3/2,9:00,3663
2021/3/2,10:00,3687
2021/3/2,11:00,3636
2021/3/2,12:00,3469
2021/3/2,13:00,3624
2021/3/2,14:00,3648
2021/3/2,15:00,3633
2021/3/2,16:00,3740
2021/3/2,17:00,3829
2021/3/2,18:00,3835
2021/3/2,19:00,3729
2021/3/2,20:00,3579
2021/3/2,21:00,3429
2021/3/2,22:00,3246
2021/3/2,23:00,3061
2021/3/3,0:00,2829
2021/3/3,1:00,2726
2021/3/3,2:00,2726
2021/3/3,3:00,2752
2021/3/3,4:00,2817
2021/3/3,5:00,3003
2021/3/3,6:00,3361
2021/3/3,7:00,3583
2021/3/3,8:00,3834
2021/3/3,9:00,4044
2021/3/3,10:00,4076
2021/3/3,11:00,4069
2021/3/3,12:00,3887
2021/3/3,13:00,3881
2021/3/3,14:00,3781
2021/3/3,15:00,3713
2021/3/3,16:00,3782
2021/3/3,17:00,3909
2021/3/3,18:00,4049
2021/3/3,19:00,3985
2021/3/3,20:00,3847
2021/3/3,21:00,3683
2021/3/3,22:00,3480
2021/3/3,23:00,3249
2021/3/4,0:00,3001
2021/3/4,1:00,2885
2021/3/4,2:00,2856
2021/3/4,3:00,2860
2021/3/4,4:00,2907
2021/3/4,5:00,3092
2021/3/4,6:00,3455
2021/3/4,7:00,3710
2021/3/4,8:00,3985
2021/3/4,9:00,4132
2021/3/4,10:00,4101
2021/3/4,11:00,4044
2021/3/4,12:00,3812
2021/3/4,13:00,3850
2021/3/4,14:00,3796
2021/3/4,15:00,3732
2021/3/4,16:00,3733
2021/3/4,17:00,3857
2021/3/4,18:00,3935
2021/3/4,19:00,3817
2021/3/4,20:00,3646
2021/3/4,21:00,3455
2021/3/4,22:00,3247
2021/3/4,23:00,3041
2021/3/5,0:00,2808
2021/3/5,1:00,2697
2021/3/5,2:00,2673
2021/3/5,3:00,2690
2021/3/5,4:00,2736
2021/3/5,5:00,2887
2021/3/5,6:00,3157
2021/3/5,7:00,3361
2021/3/5,8:00,3662
2021/3/5,9:00,3870
2021/3/5,10:00,3854
2021/3/5,11:00,3822
2021/3/5,12:00,3550
2021/3/5,13:00,3645
2021/3/5,14:00,3640
2021/3/5,15:00,3634
2021/3/5,16:00,3699
2021/3/5,17:00,3755
2021/3/5,18:00,3751
2021/3/5,19:00,3622
2021/3/5,20:00,3441
2021/3/5,21:00,3280
2021/3/5,22:00,3107
2021/3/5,23:00,2924
2021/3/6,0:00,2707
2021/3/6,1:00,2603
2021/3/6,2:00,2578
2021/3/6,3:00,2575
2021/3/6,4:00,2571
2021/3/6,5:00,2602
2021/3/6,6:00,2682
2021/3/6,7:00,2832
2021/3/6,8:00,3075
2021/3/6,9:00,3202
2021/3/6,10:00,3225
2021/3/6,11:00,3158
2021/3/6,12:00,3073
2021/3/6,13:00,3069
2021/3/6,14:00,2979
2021/3/6,15:00,2927
2021/3/6,16:00,2868
2021/3/6,17:00,3032
2021/3/6,18:00,3184
2021/3/6,19:00,3152
2021/3/6,20:00,3076
2021/3/6,21:00,2964
2021/3/6,22:00,2836
2021/3/6,23:00,2708
2021/3/7,0:00,2529
2021/3/7,1:00,2460
2021/3/7,2:00,2459
2021/3/7,3:00,2466
2021/3/7,4:00,2485
2021/3/7,5:00,2536
2021/3/7,6:00,2621
2021/3/7,7:00,2771
2021/3/7,8:00,3003
2021/3/7,9:00,3156
2021/3/7,10:00,3224
2021/3/7,11:00,3193
2021/3/7,12:00,3163
2021/3/7,13:00,3144
2021/3/7,14:00,3102
2021/3/7,15:00,3126
2021/3/7,16:00,3235
2021/3/7,17:00,3484
2021/3/7,18:00,3636
2021/3/7,19:00,3588
2021/3/7,20:00,3467
2021/3/7,21:00,3289
2021/3/7,22:00,3066
2021/3/7,23:00,2871
2021/3/8,0:00,2647
2021/3/8,1:00,2552
2021/3/8,2:00,2539
2021/3/8,3:00,2556
2021/3/8,4:00,2613
2021/3/8,5:00,2799
2021/3/8,6:00,3191
2021/3/8,7:00,3612
2021/3/8,8:00,4059
2021/3/8,9:00,4314
2021/3/8,10:00,4337
2021/3/8,11:00,4297
2021/3/8,12:00,4148
2021/3/8,13:00,4226
2021/3/8,14:00,4196
2021/3/8,15:00,4160
2021/3/8,16:00,4221
2021/3/8,17:00,4265
2021/3/8,18:00,4249
2021/3/8,19:00,4078
2021/3/8,20:00,3872
2021/3/8,21:00,3665
2021/3/8,22:00,3426
2021/3/8,23:00,3173
2021/3/9,0:00,2910
2021/3/9,1:00,2787
2021/3/9,2:00,2761
2021/3/9,3:00,2768
2021/3/9,4:00,2817
2021/3/9,5:00,2989
2021/3/9,6:00,3334
2021/3/9,7:00,3639
2021/3/9,8:00,3940
2021/3/9,9:00,4063
2021/3/9,10:00,4042
2021/3/9,11:00,4056
2021/3/9,12:00,3851
2021/3/9,13:00,3890
2021/3/9,14:00,3771
2021/3/9,15:00,3718
2021/3/9,16:00,3763
2021/3/9,17:00,3824
2021/3/9,18:00,3877
2021/3/9,19:00,3753
2021/3/9,20:00,3582
2021/3/9,21:00,3400
2021/3/9,22:00,3211
2021/3/9,23:00,2998
2021/3/10,0:00,2757
2021/3/10,1:00,2642
2021/3/10,2:00,2626
2021/3/10,3:00,2643
2021/3/10,4:00,2701
2021/3/10,5:00,2842
2021/3/10,6:00,3102
2021/3/10,7:00,3272
2021/3/10,8:00,3494
2021/3/10,9:00,3662
2021/3/10,10:00,3694
2021/3/10,11:00,3686
2021/3/10,12:00,3532
2021/3/10,13:00,3561
2021/3/10,14:00,3496
2021/3/10,15:00,3440
2021/3/10,16:00,3491
2021/3/10,17:00,3578
2021/3/10,18:00,3732
2021/3/10,19:00,3681
2021/3/10,20:00,3565
2021/3/10,21:00,3433
2021/3/10,22:00,3261
2021/3/10,23:00,3074
2021/3/11,0:00,2855
2021/3/11,1:00,2747
2021/3/11,2:00,2754
2021/3/11,3:00,2773
2021/3/11,4:00,2826
2021/3/11,5:00,3004
2021/3/11,6:00,3304
2021/3/11,7:00,3507
2021/3/11,8:00,3750
2021/3/11,9:00,3906
2021/3/11,10:00,3904
2021/3/11,11:00,3873
2021/3/11,12:00,3687
2021/3/11,13:00,3702
2021/3/11,14:00,3612
2021/3/11,15:00,3548
2021/3/11,16:00,3566
2021/3/11,17:00,3628
2021/3/11,18:00,3745
2021/3/11,19:00,3650
2021/3/11,20:00,3514
2021/3/11,21:00,3374
2021/3/11,22:00,3185
2021/3/11,23:00,2993
2021/3/12,0:00,2767
2021/3/12,1:00,2664
2021/3/12,2:00,2647
2021/3/12,3:00,2661
2021/3/12,4:00,2702
2021/3/12,5:00,2843
2021/3/12,6:00,3080
2021/3/12,7:00,3278
2021/3/12,8:00,3592
2021/3/12,9:00,3750
2021/3/12,10:00,3739
2021/3/12,11:00,3669
2021/3/12,12:00,3533
2021/3/12,13:00,3599
2021/3/12,14:00,3497
2021/3/12,15:00,3473
2021/3/12,16:00,3568
2021/3/12,17:00,3603
2021/3/12,18:00,3612
2021/3/12,19:00,3495
2021/3/12,20:00,3338
2021/3/12,21:00,3185
2021/3/12,22:00,3034
2021/3/12,23:00,2870
2021/3/13,0:00,2652
2021/3/13,1:00,2556
2021/3/13,2:00,2537
2021/3/13,3:00,2538
2021/3/13,4:00,2534
2021/3/13,5:00,2564
2021/3/13,6:00,2703
2021/3/13,7:00,2959
2021/3/13,8:00,3274
2021/3/13,9:00,3492
2021/3/13,10:00,3501
2021/3/13,11:00,3465
2021/3/13,12:00,3453
2021/3/13,13:00,3486
2021/3/13,14:00,3494
2021/3/13,15:00,3457
2021/3/13,16:00,3464
2021/3/13,17:00,3534
2021/3/13,18:00,3566
2021/3/13,19:00,3454
2021/3/13,20:00,3300
2021/3/13,21:00,3124
2021/3/13,22:00,2948
2021/3/13,23:00,2786
2021/3/14,0:00,2591
2021/3/14,1:00,2493
2021/3/14,2:00,2473
2021/3/14,3:00,2473
2021/3/14,4:00,2474
2021/3/14,5:00,2502
2021/3/14,6:00,2541
2021/3/14,7:00,2579
2021/3/14,8:00,2694
2021/3/14,9:00,2837
2021/3/14,10:00,2906
2021/3/14,11:00,2952
2021/3/14,12:00,2944
2021/3/14,13:00,2856
2021/3/14,14:00,2752
2021/3/14,15:00,2702
2021/3/14,16:00,2757
2021/3/14,17:00,2975
2021/3/14,18:00,3223
2021/3/14,19:00,3242
2021/3/14,20:00,3167
2021/3/14,21:00,3043
2021/3/14,22:00,2878
2021/3/14,23:00,2722
2021/3/15,0:00,2543
2021/3/15,1:00,2456
2021/3/15,2:00,2457
2021/3/15,3:00,2490
2021/3/15,4:00,2547
2021/3/15,5:00,2717
2021/3/15,6:00,2991
2021/3/15,7:00,3201
2021/3/15,8:00,3504
2021/3/15,9:00,3633
2021/3/15,10:00,3647
2021/3/15,11:00,3667
2021/3/15,12:00,3517
2021/3/15,13:00,3528
2021/3/15,14:00,3444
2021/3/15,15:00,3374
2021/3/15,16:00,3383
2021/3/15,17:00,3413
2021/3/15,18:00,3521
2021/3/15,19:00,3441
2021/3/15,20:00,3312
2021/3/15,21:00,3194
2021/3/15,22:00,3032
2021/3/15,23:00,2855
2021/3/16,0:00,2645
2021/3/16,1:00,2555
2021/3/16,2:00,2565
2021/3/16,3:00,2583
2021/3/16,4:00,2632
2021/3/16,5:00,2803
2021/3/16,6:00,2999
2021/3/16,7:00,3219
2021/3/16,8:00,3563
2021/3/16,9:00,3649
2021/3/16,10:00,3644
2021/3/16,11:00,3688
2021/3/16,12:00,3556
2021/3/16,13:00,3524
2021/3/16,14:00,3435
2021/3/16,15:00,3364
2021/3/16,16:00,3358
2021/3/16,17:00,3350
2021/3/16,18:00,3438
2021/3/16,19:00,3330
2021/3/16,20:00,3176
2021/3/16,21:00,3033
2021/3/16,22:00,2902
2021/3/16,23:00,2747
2021/3/17,0:00,2555
2021/3/17,1:00,2468
2021/3/17,2:00,2463
2021/3/17,3:00,2484
2021/3/17,4:00,2527
2021/3/17,5:00,2650
2021/3/17,6:00,2823
2021/3/17,7:00,2984
2021/3/17,8:00,3258
2021/3/17,9:00,3474
2021/3/17,10:00,3525
2021/3/17,11:00,3542
2021/3/17,12:00,3404
2021/3/17,13:00,3482
2021/3/17,14:00,3442
2021/3/17,15:00,3349
2021/3/17,16:00,3295
2021/3/17,17:00,3319
2021/3/17,18:00,3456
2021/3/17,19:00,3389
2021/3/17,20:00,3265
2021/3/17,21:00,3136
2021/3/17,22:00,2996
2021/3/17,23:00,2828
2021/3/18,0:00,2642
2021/3/18,1:00,2546
2021/3/18,2:00,2547
2021/3/18,3:00,2575
2021/3/18,4:00,2631
2021/3/18,5:00,2773
2021/3/18,6:00,2991
2021/3/18,7:00,3150
2021/3/18,8:00,3423
2021/3/18,9:00,3617
2021/3/18,10:00,3651
2021/3/18,11:00,3649
2021/3/18,12:00,3473
2021/3/18,13:00,3495
2021/3/18,14:00,3416
2021/3/18,15:00,3349
2021/3/18,16:00,3342
2021/3/18,17:00,3346
2021/3/18,18:00,3456
2021/3/18,19:00,3363
2021/3/18,20:00,3213
2021/3/18,21:00,3074
2021/3/18,22:00,2910
2021/3/18,23:00,2745
2021/3/19,0:00,2538
2021/3/19,1:00,2461
2021/3/19,2:00,2469
2021/3/19,3:00,2491
2021/3/19,4:00,2539
2021/3/19,5:00,2652
2021/3/19,6:00,2842
2021/3/19,7:00,3035
2021/3/19,8:00,3313
2021/3/19,9:00,3506
2021/3/19,10:00,3507
2021/3/19,11:00,3519
2021/3/19,12:00,3370
2021/3/19,13:00,3437
2021/3/19,14:00,3332
2021/3/19,15:00,3313
2021/3/19,16:00,3302
2021/3/19,17:00,3299
2021/3/19,18:00,3405
2021/3/19,19:00,3330
2021/3/19,20:00,3189
2021/3/19,21:00,3053
2021/3/19,22:00,2925
2021/3/19,23:00,2768
2021/3/20,0:00,2559
2021/3/20,1:00,2463
2021/3/20,2:00,2448
2021/3/20,3:00,2455
2021/3/20,4:00,2463
2021/3/20,5:00,2479
2021/3/20,6:00,2529
2021/3/20,7:00,2666
2021/3/20,8:00,2824
2021/3/20,9:00,2920
2021/3/20,10:00,2965
2021/3/20,11:00,2941
2021/3/20,12:00,2837
2021/3/20,13:00,2846
2021/3/20,14:00,2786
2021/3/20,15:00,2760
2021/3/20,16:00,2842
2021/3/20,17:00,2985
2021/3/20,18:00,3088
2021/3/20,19:00,3058
2021/3/20,20:00,2944
2021/3/20,21:00,2790
2021/3/20,22:00,2643
2021/3/20,23:00,2522
2021/3/21,0:00,2361
2021/3/21,1:00,2277
2021/3/21,2:00,2277
2021/3/21,3:00,2292
2021/3/21,4:00,2287
2021/3/21,5:00,2286
2021/3/21,6:00,2340
2021/3/21,7:00,2482
2021/3/21,8:00,2710
2021/3/21,9:00,2883
2021/3/21,10:00,2934
2021/3/21,11:00,2944
2021/3/21,12:00,2970
2021/3/21,13:00,2914
2021/3/21,14:00,2904
2021/3/21,15:00,2914
2021/3/21,16:00,2963
2021/3/21,17:00,3081
2021/3/21,18:00,3130
2021/3/21,19:00,3043
2021/3/21,20:00,2892
2021/3/21,21:00,2734
2021/3/21,22:00,2570
2021/3/21,23:00,2446
2021/3/22,0:00,2301
2021/3/22,1:00,2231
2021/3/22,2:00,2245
2021/3/22,3:00,2282
2021/3/22,4:00,2336
2021/3/22,5:00,2442
2021/3/22,6:00,2643
2021/3/22,7:00,2955
2021/3/22,8:00,3328
2021/3/22,9:00,3495
2021/3/22,10:00,3493
2021/3/22,11:00,3529
2021/3/22,12:00,3421
2021/3/22,13:00,3478
2021/3/22,14:00,3451
2021/3/22,15:00,3472
2021/3/22,16:00,3543
2021/3/22,17:00,3593
2021/3/22,18:00,3644
2021/3/22,19:00,3540
2021/3/22,20:00,3410
2021/3/22,21:00,3245
2021/3/22,22:00,3075
2021/3/22,23:00,2884
2021/3/23,0:00,2665
2021/3/23,1:00,2559
2021/3/23,2:00,2561
2021/3/23,3:00,2598
2021/3/23,4:00,2655
2021/3/23,5:00,2801
2021/3/23,6:00,2997
2021/3/23,7:00,3151
2021/3/23,8:00,3438
2021/3/23,9:00,3663
2021/3/23,10:00,3711
2021/3/23,11:00,3701
2021/3/23,12:00,3545
2021/3/23,13:00,3564
2021/3/23,14:00,3473
2021/3/23,15:00,3398
2021/3/23,16:00,3394
2021/3/23,17:00,3409
2021/3/23,18:00,3552
2021/3/23,19:00,3488
2021/3/23,20:00,3370
2021/3/23,21:00,3212
2021/3/23,22:00,3037
2021/3/23,23:00,2856
2021/3/24,0:00,2638
2021/3/24,1:00,2536
2021/3/24,2:00,2536
2021/3/24,3:00,2559
2021/3/24,4:00,2613
2021/3/24,5:00,2736
2021/3/24,6:00,2922
2021/3/24,7:00,3070
2021/3/24,8:00,3347
2021/3/24,9:00,3541
2021/3/24,10:00,3558
2021/3/24,11:00,3561
2021/3/24,12:00,3435
2021/3/24,13:00,3466
2021/3/24,14:00,3377
2021/3/24,15:00,3322
2021/3/24,16:00,3288
2021/3/24,17:00,3252
2021/3/24,18:00,3366
2021/3/24,19:00,3298
2021/3/24,20:00,3180
2021/3/24,21:00,3032
2021/3/24,22:00,2884
2021/3/24,23:00,2719
2021/3/25,0:00,2526
2021/3/25,1:00,2429
2021/3/25,2:00,2436
