datetime,temp(F),feels_like(F),dew_point(F),wind_speed(mph),wind_dir(deg),wind_dir(dir),uv_index,precip(inch),precip_hourly(inch),pressure(inch),humidity(%),overall
2020-01-02 22:00:00,45,40,36,8,310,NW,0,0,0,30.06,71,Fair
2020-01-02 22:30:00,45,41,32,7,310,NW,0,0,0,30.06,61,Partly Cloudy
2020-01-02 23:00:00,45,40,34,8,310,NW,0,0,0,30.06,66,Mostly Cloudy
2020-01-02 23:30:00,45,40,30,8,310,NW,0,0,0,30.06,57,Partly Cloudy
2020-01-03 00:00:00,43,39,32,7,300,WNW,0,0,0,30.06,66,Mostly Cloudy
2020-01-03 00:30:00,43,38,32,8,320,NW,0,0,0,30.06,66,Mostly Cloudy
2020-01-03 01:00:00,45,40,34,8,360,N,0,0,0,30.06,66,Mostly Cloudy
2020-01-03 01:30:00,43,39,32,7,10,N,0,0,0,30.03,66,Partly Cloudy
2020-01-03 02:00:00,43,40,32,5,330,NNW,0,0,0,30.03,66,Fair
2020-01-03 02:30:00,41,41,32,3,320,NW,0,0,0,30.03,70,Fair
2020-01-03 03:00:00,41,41,32,2,None,VAR,0,0,0,30.03,70,Fair
2020-01-03 03:30:00,39,39,30,1,None,VAR,0,0,0,30.03,70,Fair
2020-01-03 04:00:00,39,39,30,3,300,WNW,0,0,0,30.0,70,Fair
2020-01-03 04:30:00,39,36,30,5,280,W,0,0,0,30.0,70,Fair
2020-01-03 05:00:00,37,34,28,5,300,WNW,0,0,0,30.0,70,Fair
2020-01-03 05:30:00,39,36,30,5,310,NW,0,0,0,30.0,70,Fair
2020-01-03 06:00:00,41,36,30,7,10,N,0,0,0,30.0,65,Fair
2020-01-03 06:30:00,39,35,30,6,30,NNE,0,0,0,30.0,70,Fair
2020-01-03 07:00:00,39,35,30,6,30,NNE,0,0,0,30.0,70,Fair
2020-01-03 07:30:00,39,36,30,5,20,NNE,0,0,0,30.03,70,Fair
2020-01-03 08:00:00,41,38,32,5,310,NW,0,0,0,30.03,70,Fair
2020-01-03 08:30:00,43,43,32,2,None,VAR,0,0,0,30.03,66,Fair
2020-01-03 09:00:00,43,43,32,2,None,VAR,1,0,0,30.03,66,Fair
2020-01-03 09:30:00,45,45,34,3,20,NNE,1,0,0,30.03,66,Fair
2020-01-03 10:30:00,46,44,32,6,20,NNE,2,0,0,30.0,57,Fair
2020-01-03 11:00:00,46,44,32,6,20,NNE,2,0,0,29.97,57,Fair
2020-01-03 11:30:00,48,48,30,3,40,NE,2,0,0,29.97,50,Fair
2020-01-03 12:00:00,48,48,34,3,60,ENE,2,0,0,29.94,57,Fair
2020-01-03 12:30:00,48,46,34,5,90,E,2,0,0,29.92,57,Fair
2020-01-03 13:00:00,50,50,34,3,40,NE,2,0,0,29.92,54,Fair
2020-01-03 13:30:00,50,50,32,3,50,NE,1,0,0,29.92,50,Fair
2020-01-03 14:00:00,50,50,36,3,50,NE,1,0,0,29.92,58,Fair
2020-01-03 14:30:00,50,50,36,2,None,VAR,1,0,0,29.92,58,Fair
2020-01-03 15:00:00,50,50,36,2,None,VAR,0,0,0,29.92,58,Fair
2020-01-03 15:30:00,50,50,36,2,None,VAR,0,0,0,29.92,58,Fair
2020-01-03 16:00:00,50,50,36,1,None,VAR,0,0,0,29.92,58,Fair
2020-01-03 16:30:00,50,50,34,2,350,N,0,0,0,29.92,54,Fair
2020-01-03 17:00:00,50,50,32,1,50,NE,0,0,0,29.92,50,Fair
2020-01-03 17:30:00,50,50,37,1,None,VAR,0,0,0,29.92,62,Fair
2020-01-03 18:00:00,48,48,39,3,120,ESE,0,0,0,29.92,71,Fair
2020-01-03 18:30:00,48,48,39,3,110,ESE,0,0,0,29.92,71,Fair
2020-01-03 19:00:00,48,48,37,2,130,SE,0,0,0,29.92,66,Fair
2020-01-03 19:30:00,48,48,37,3,140,SE,0,0,0,29.92,66,Fair
2020-01-03 20:00:00,48,48,37,3,240,WSW,0,0,0,29.92,66,Fair
2020-01-03 20:30:00,48,46,37,5,280,W,0,0,0,29.92,66,Fair
2020-01-03 21:00:00,48,46,36,5,310,NW,0,0,0,29.92,62,Fair
2020-01-03 21:30:00,46,43,34,7,310,NW,0,0,0,29.92,62,Fair
2020-01-03 22:00:00,45,41,36,7,310,NW,0,0,0,29.92,71,Fair
2020-01-03 22:30:00,45,40,34,8,310,NW,0,0,0,29.92,66,Fair
2020-01-03 23:00:00,43,39,34,7,310,NW,0,0,0,29.92,70,Fair
2020-01-03 23:30:00,45,42,34,5,290,WNW,0,0,0,29.92,66,Fair
2020-01-04 00:00:00,45,41,32,6,310,NW,0,0,0,29.92,61,Fair
2020-01-04 00:30:00,48,44,34,10,350,N,0,0,0,29.92,57,Fair
2020-01-04 01:00:00,46,43,34,7,10,N,0,0,0,29.92,62,Fair
2020-01-04 01:30:00,46,40,36,14,340,NNW,0,0,0,29.92,66,Fair
2020-01-04 02:00:00,46,42,36,9,10,N,0,0,0,29.92,66,Fair
2020-01-04 02:30:00,45,40,37,9,20,NNE,0,0,0,29.92,76,Fair
2020-01-04 03:00:00,43,39,34,7,20,NNE,0,0,0,29.92,70,Fair
2020-01-04 03:30:00,43,39,32,6,20,NNE,0,0,0,29.92,66,Fair
2020-01-04 04:00:00,45,41,32,6,10,N,0,0,0,29.92,61,Fair
2020-01-04 04:30:00,45,39,32,10,350,N,0,0,0,29.92,61,Fair
2020-01-04 05:00:00,43,37,30,9,320,NW,0,0,0,29.92,61,Fair
2020-01-04 05:30:00,43,37,30,9,320,NW,0,0,0,29.92,61,Fair
2020-01-04 06:00:00,45,38,32,13,350,N,0,0,0,29.92,61,Fair
2020-01-04 06:30:00,45,38,30,14,340,NNW,0,0,0,29.92,57,Fair
2020-01-04 07:00:00,45,38,30,14,330,NNW,0,0,0,29.92,57,Fair
2020-01-04 07:30:00,45,38,28,13,340,NNW,0,0,0,29.94,53,Fair
2020-01-04 08:00:00,46,42,30,8,330,NNW,0,0,0,29.94,53,Fair
2020-01-04 08:30:00,46,40,30,15,340,NNW,0,0,0,29.94,53,Partly Cloudy
2020-01-04 09:00:00,48,42,30,17,350,N,0,0,0,29.94,50,Mostly Cloudy
2020-01-04 09:30:00,48,41,32,22,350,N,1,0,0,29.94,54,Mostly Cloudy / Windy
2020-01-04 10:00:00,48,41,30,23,340,NNW,1,0,0,29.94,50,Mostly Cloudy / Windy
2020-01-04 10:30:00,50,50,30,20,350,N,1,0,0,29.92,47,Mostly Cloudy
2020-01-04 11:00:00,50,50,28,17,350,N,1,0,0,29.92,43,Mostly Cloudy
2020-01-04 11:30:00,52,52,28,15,350,N,1,0,0,29.89,41,Mostly Cloudy
2020-01-04 12:00:00,52,52,28,13,350,N,2,0,0,29.89,41,Partly Cloudy
2020-01-04 12:30:00,52,52,28,12,360,N,2,0,0,29.86,41,Partly Cloudy
2020-01-04 13:00:00,54,54,28,9,350,N,1,0,0,29.86,38,Mostly Cloudy
2020-01-04 13:30:00,54,54,28,8,360,N,1,0,0,29.86,38,Mostly Cloudy
2020-01-04 14:00:00,54,54,28,9,10,N,1,0,0,29.86,38,Mostly Cloudy
2020-01-04 14:30:00,52,52,30,9,20,NNE,0,0,0,29.86,44,Mostly Cloudy
2020-01-04 15:00:00,52,52,30,9,30,NNE,0,0,0,29.86,44,Mostly Cloudy
2020-01-04 15:30:00,52,52,28,9,30,NNE,0,0,0,29.86,41,Mostly Cloudy
2020-01-04 16:00:00,52,52,28,10,20,NNE,0,0,0,29.86,41,Mostly Cloudy
2020-01-04 16:30:00,52,52,28,6,20,NNE,0,0,0,29.86,41,Light Rain
2020-01-04 17:00:00,52,52,28,9,50,NE,0,0,0,29.89,41,Light Rain
2020-01-04 17:30:00,52,52,28,6,70,ENE,0,0,0,29.86,41,Light Rain
2020-01-04 18:00:00,52,52,28,6,110,ESE,0,0,0,29.86,41,Light Rain
2020-01-04 18:30:00,50,50,30,7,120,ESE,0,0,0,29.86,47,Light Rain
2020-01-04 19:00:00,48,46,30,6,120,ESE,0,0,0,29.86,50,Light Rain
2020-01-04 19:30:00,50,50,28,6,100,E,0,0,0,29.86,43,Light Rain
2020-01-04 20:00:00,46,41,30,10,140,SE,0,0,0,29.83,53,Showers in the Vicinity
2020-01-04 20:30:00,48,43,32,13,150,SSE,0,0,0,29.83,54,Fair
2020-01-04 21:00:00,46,42,34,9,140,SE,0,0,0,29.86,62,Mostly Cloudy
2020-01-04 21:30:00,48,44,32,9,140,SE,0,0,0,29.86,54,Mostly Cloudy
2020-01-04 22:00:00,48,45,32,7,140,SE,0,0,0,29.86,54,Mostly Cloudy
2020-01-04 22:30:00,50,50,36,5,120,ESE,0,0,0,29.86,58,Mostly Cloudy
2020-01-04 23:00:00,48,42,34,16,10,N,0,0,0,29.86,57,Mostly Cloudy
2020-01-04 23:30:00,46,38,32,23,360,N,0,0,0,29.89,57,Light Rain / Windy
2020-01-05 00:00:00,41,31,36,25,360,N,0,0,0,29.94,81,Light Rain Shower / Windy
2020-01-05 00:11:00,39,28,36,24,360,N,0,0,0,29.94,87,Light Rain Shower / Windy
2020-01-05 00:30:00,39,29,36,23,360,N,0,0,0,29.94,87,Light Rain Shower / Windy
2020-01-05 00:37:00,39,29,36,21,360,N,0,0,0,29.92,87,Light Rain Shower / Windy
2020-01-05 01:00:00,39,30,36,17,10,N,0,0,0,29.94,87,Light Rain Shower
2020-01-05 01:30:00,39,31,36,15,360,N,0,0,0,29.94,87,Mostly Cloudy
2020-01-05 02:00:00,41,35,36,9,10,N,0,0,0,29.94,81,Fair
2020-01-05 02:30:00,41,35,36,10,360,N,0,0,0,29.94,81,Fair
2020-01-05 03:00:00,41,36,36,7,10,N,0,0,0,29.97,81,Fair
2020-01-05 03:30:00,41,34,32,12,350,N,0,0,0,29.97,70,Fair
2020-01-05 04:00:00,41,32,32,20,330,NNW,0,0,0,29.97,70,Fair
2020-01-05 04:30:00,41,32,30,17,330,NNW,0,0,0,29.97,65,Fair
2020-01-05 05:00:00,39,31,30,14,330,NNW,0,0,0,30.0,70,Fair
2020-01-05 05:30:00,41,33,30,16,330,NNW,0,0,0,30.0,65,Fair
2020-01-05 06:00:00,41,33,30,16,330,NNW,0,0,0,30.03,65,Fair
2020-01-05 06:30:00,39,31,28,15,330,NNW,0,0,0,30.03,65,Fair
2020-01-05 07:00:00,39,31,28,14,330,NNW,0,0,0,30.06,65,Fair
2020-01-05 07:30:00,41,34,30,13,330,NNW,0,0,0,30.06,65,Fair
2020-01-05 08:00:00,41,34,30,12,320,NW,0,0,0,30.09,65,Fair
2020-01-05 08:30:00,43,39,30,7,340,NNW,0,0,0,30.09,61,Fair
2020-01-05 09:00:00,45,38,30,14,330,NNW,1,0,0,30.12,57,Fair
2020-01-05 09:30:00,45,38,28,14,330,NNW,1,0,0,30.12,53,Fair
2020-01-05 10:00:00,46,40,27,16,330,NNW,1,0,0,30.12,46,Fair
2020-01-05 10:30:00,48,42,27,15,340,NNW,2,0,0,30.12,43,Fair
2020-01-05 11:00:00,48,43,28,14,330,NNW,2,0,0,30.12,46,Fair
2020-01-05 11:30:00,48,43,23,14,340,NNW,2,0,0,30.09,37,Fair
2020-01-05 12:00:00,48,42,27,16,350,N,2,0,0,30.09,43,Fair
2020-01-05 12:30:00,50,50,28,20,350,N,2,0,0,30.09,43,Fair
2020-01-05 13:00:00,50,50,25,18,330,NNW,2,0,0,30.09,37,Fair
2020-01-05 13:30:00,50,50,25,18,340,NNW,2,0,0,30.09,37,Fair
2020-01-05 14:00:00,50,50,21,16,330,NNW,1,0,0,30.09,32,Fair
2020-01-05 14:30:00,50,50,23,17,350,N,1,0,0,30.09,35,Fair
2020-01-05 15:00:00,50,50,25,17,340,NNW,0,0,0,30.12,37,Fair
2020-01-05 15:30:00,48,43,25,14,350,N,0,0,0,30.12,40,Fair
2020-01-05 16:00:00,48,42,27,16,350,N,0,0,0,30.12,43,Fair
2020-01-05 16:30:00,48,40,27,24,350,N,0,0,0,30.12,43,Fair / Windy
2020-01-05 17:00:00,48,42,27,16,360,N,0,0,0,30.15,43,Fair
2020-01-05 17:30:00,46,40,28,16,10,N,0,0,0,30.15,50,Fair
2020-01-05 18:00:00,46,40,30,16,10,N,0,0,0,30.18,53,Fair
2020-01-05 18:30:00,46,40,28,14,20,NNE,0,0,0,30.18,50,Fair
2020-01-05 19:00:00,45,37,28,17,350,N,0,0,0,30.18,53,Fair
2020-01-05 19:30:00,45,38,27,15,360,N,0,0,0,30.21,49,Fair
2020-01-05 20:00:00,45,39,28,12,10,N,0,0,0,30.21,53,Fair
2020-01-05 20:30:00,45,38,27,14,350,N,0,0,0,30.21,49,Fair
2020-01-05 21:00:00,45,37,28,16,350,N,0,0,0,30.24,53,Fair
2020-01-05 21:30:00,45,37,27,17,340,NNW,0,0,0,30.24,49,Fair
2020-01-05 22:00:00,45,38,25,14,330,NNW,0,0,0,30.24,46,Fair
2020-01-05 22:30:00,45,37,27,17,350,N,0,0,0,30.24,49,Fair
2020-01-05 23:00:00,45,38,23,15,340,NNW,0,0,0,30.24,43,Fair
2020-01-05 23:30:00,43,36,23,13,320,NW,0,0,0,30.24,46,Fair
2020-01-06 00:00:00,43,36,23,13,330,NNW,0,0,0,30.24,46,Fair
2020-01-06 00:30:00,45,38,21,14,320,NW,0,0,0,30.24,39,Fair
2020-01-06 01:00:00,45,37,23,18,330,NNW,0,0,0,30.24,43,Fair
2020-01-06 01:30:00,45,37,21,16,310,NW,0,0,0,30.24,39,Fair
2020-01-06 02:00:00,41,34,25,13,280,W,0,0,0,30.24,53,Fair
2020-01-06 02:30:00,39,32,23,12,290,WNW,0,0,0,30.24,52,Fair
2020-01-06 03:00:00,45,37,21,20,330,NNW,0,0,0,30.24,39,Fair
2020-01-06 03:30:00,45,36,21,22,340,NNW,0,0,0,30.24,39,Fair / Windy
2020-01-06 04:00:00,43,35,21,15,330,NNW,0,0,0,30.24,42,Fair
2020-01-06 04:30:00,45,38,21,14,320,NW,0,0,0,30.24,39,Fair
2020-01-06 05:00:00,45,37,21,17,320,NW,0,0,0,30.24,39,Fair
2020-01-06 05:30:00,45,37,21,20,330,NNW,0,0,0,30.24,39,Fair
2020-01-06 06:00:00,45,36,23,22,340,NNW,0,0,0,30.24,43,Fair / Windy
2020-01-06 06:30:00,45,36,25,24,340,NNW,0,0,0,30.24,46,Fair / Windy
2020-01-06 07:00:00,45,36,25,21,350,N,0,0,0,30.24,46,Fair / Windy
2020-01-06 07:30:00,45,38,27,13,20,NNE,0,0,0,30.27,49,Fair
2020-01-06 08:00:00,45,39,30,12,20,NNE,0,0,0,30.27,57,Fair
2020-01-06 08:30:00,46,41,27,13,10,N,0,0,0,30.27,46,Fair
2020-01-06 09:00:00,46,40,28,16,350,N,1,0,0,30.27,50,Fair
2020-01-06 09:30:00,48,42,28,16,340,NNW,1,0,0,30.27,46,Fair
2020-01-06 10:00:00,48,42,25,15,340,NNW,1,0,0,30.27,40,Fair
2020-01-06 10:30:00,50,50,28,12,350,N,2,0,0,30.24,43,Fair
2020-01-06 11:00:00,50,50,27,12,350,N,2,0,0,30.24,40,Fair
2020-01-06 11:30:00,50,50,27,10,360,N,2,0,0,30.24,40,Fair
2020-01-06 12:00:00,52,52,27,12,350,N,2,0,0,30.21,38,Fair
2020-01-06 12:30:00,52,52,28,10,350,N,2,0,0,30.21,41,Fair
2020-01-06 13:00:00,54,54,27,12,360,N,2,0,0,30.18,35,Fair
2020-01-06 13:30:00,54,54,27,12,340,NNW,2,0,0,30.18,35,Fair
2020-01-06 14:00:00,54,54,23,9,310,NW,1,0,0,30.18,30,Mostly Cloudy
2020-01-06 14:30:00,54,54,23,9,330,NNW,1,0,0,30.18,30,Mostly Cloudy
2020-01-06 15:00:00,54,54,28,9,350,N,0,0,0,30.18,38,Mostly Cloudy
2020-01-06 15:30:00,52,52,28,9,350,N,0,0,0,30.18,41,Mostly Cloudy
2020-01-06 16:00:00,52,52,30,10,350,N,0,0,0,30.18,44,Mostly Cloudy
2020-01-06 16:30:00,52,52,30,10,340,NNW,0,0,0,30.18,44,Mostly Cloudy
2020-01-06 17:00:00,50,50,28,10,340,NNW,0,0,0,30.18,43,Mostly Cloudy
2020-01-06 17:30:00,50,50,30,8,330,NNW,0,0,0,30.21,47,Mostly Cloudy
2020-01-06 18:00:00,50,50,30,12,360,N,0,0,0,30.21,47,Mostly Cloudy
2020-01-06 18:30:00,50,50,30,13,340,NNW,0,0,0,30.21,47,Mostly Cloudy
2020-01-06 19:00:00,50,50,28,9,330,NNW,0,0,0,30.24,43,Mostly Cloudy
2020-01-06 19:30:00,48,44,28,10,330,NNW,0,0,0,30.21,46,Mostly Cloudy
2020-01-06 20:00:00,48,43,28,12,330,NNW,0,0,0,30.24,46,Mostly Cloudy
2020-01-06 20:30:00,50,50,30,16,340,NNW,0,0,0,30.24,47,Mostly Cloudy
2020-01-06 21:00:00,48,42,30,15,350,N,0,0,0,30.24,50,Mostly Cloudy
2020-01-06 21:30:00,48,42,30,16,350,N,0,0,0,30.24,50,Mostly Cloudy
2020-01-06 22:00:00,48,43,28,13,10,N,0,0,0,30.24,46,Mostly Cloudy
2020-01-06 22:30:00,48,43,28,12,20,NNE,0,0,0,30.24,46,Mostly Cloudy
2020-01-06 23:00:00,48,43,28,13,20,NNE,0,0,0,30.24,46,Mostly Cloudy
2020-01-06 23:30:00,46,40,30,16,360,N,0,0,0,30.24,53,Mostly Cloudy
2020-01-07 00:00:00,46,41,30,13,10,N,0,0,0,30.24,53,Mostly Cloudy
2020-01-07 00:30:00,46,41,30,13,10,N,0,0,0,30.24,53,Mostly Cloudy
2020-01-07 01:00:00,46,41,30,13,30,NNE,0,0,0,30.27,53,Mostly Cloudy
2020-01-07 01:30:00,46,40,32,14,20,NNE,0,0,0,30.27,57,Mostly Cloudy
2020-01-07 02:00:00,45,38,30,14,20,NNE,0,0,0,30.27,57,Mostly Cloudy
2020-01-07 02:30:00,45,39,30,12,10,N,0,0,0,30.27,57,Mostly Cloudy
2020-01-07 03:00:00,45,38,30,13,10,N,0,0,0,30.27,57,Mostly Cloudy
2020-01-07 03:30:00,45,38,30,15,20,NNE,0,0,0,30.27,57,Mostly Cloudy
2020-01-07 04:00:00,45,38,30,15,360,N,0,0,0,30.24,57,Mostly Cloudy
2020-01-07 04:30:00,45,38,28,13,360,N,0,0,0,30.24,53,Mostly Cloudy
2020-01-07 05:00:00,45,38,30,13,360,N,0,0,0,30.24,57,Mostly Cloudy
2020-01-07 05:30:00,45,39,28,12,360,N,0,0,0,30.24,53,Mostly Cloudy
2020-01-07 06:00:00,43,37,28,10,340,NNW,0,0,0,30.24,57,Mostly Cloudy
2020-01-07 06:30:00,43,37,27,9,330,NNW,0,0,0,30.27,53,Mostly Cloudy
2020-01-07 07:00:00,43,37,27,9,320,NW,0,0,0,30.27,53,Mostly Cloudy
2020-01-07 07:30:00,43,37,28,9,330,NNW,0,0,0,30.27,57,Mostly Cloudy
